hecho_sancionado,instrumento_legal_inflingido,losma_35,gravedad_falta,inversion,tipologia,vias_de_ingreso,tamaño_unidad
"Incumplimientos del Plan de manejo de Flora y vegetación, consistentes en: a) Implementación de un solo sitio de relocalización de flora y vegetación, con una superficie de 6 hectáreas, en lugar de los 6 sitios comprometidos con una superficie de 118,69 hectáreas; b) Relocalización de cactáceas en sectores intervenidos del Proyecto, en menor número de lo indicado en la evaluación, sin considerar 2 de las especies comprometidas y sin dar cumplimiento al porcentaje de sobrevivencia comprometido para la especie Trichocereus coquimbanus; c) Rescate y relocalización de especies arbustivas en menor número al comprometido y considerando solo 1 de las 12 especies comprometidas; d) Rescate y relocalización de solo 3 de las 8 especies de geófitas comprometidas, sin dar cumplimiento, además, al porcentaje de sobrevivencia de aquellas que fueron relocalizadas; y e) La evaluación de éxito del replante de semillas de herbáceas no describe la metodología aplicada que incluya un análisis de densidad.",RCA,a,Graves,181.6522,C,EIA,127.15653999999999
"La obtención, con fecha 20 de mayo de 2017, de un Nivel de Presión Sonora Corregido (NPC) de 50 dB(A), medición efectuada en horario nocturno, en condición externa, en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"La obtención, desde dos puntos, de niveles de presión sonora corregida de: 60 y 59 dBA, en horario nocturno, medidos desde dos receptores ubicados en Zona III.",NE,h,Leves,,,,
"La obtención, con fechas 25 de noviembre de 2021, de un Nivel de Presión Sonora Corregido (NPC) de 52 dB(A); la obtención, con fecha 30 de junio de 2022, de NPC de 59 dB(A); la obtención, con fecha 1 de julio de 2022, de NPC de 66 dB(A); y la obtención, con fecha 2 de julio de 2022, de NPC de 70 dB(A), todas las mediciones efectuadas en horario nocturno, en condición interna con ventana abierta la primera y todas las demás en condición externa, todas desde receptores sensibles ubicados en Zona II.",NE,h,Graves,,,,
"NO REPORTAR LA FRECUENCIA DE MONITOREO EXIGIDA EN SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó la frecuencia de monitoreo exigida en su Programa de Monitoreo Res. Ex. SISS N° 2943, para el parámetro de Caudal durante el mes de mayo del año 2019, según se detalla en la Tabla Nº 3 del Anexo de la presente Resolución.",NE,g,Leves,,,,
"Las luminarias ubicadas en las dependencias de Tottus Calama, identificadas como N° 2, 4, 5, 6 y 7, no cuentan con certificación de cumplimiento de los límites de emisión.",NE,h,Leves,,,,
"No presentar los reportes trimestrales de monitoreo continuo de emisiones, respecto de la Unidad de Generación Eléctrica de la Central Termoeléctrica Salvador (UGE El Salvador TG).",NE,j,Graves,,,,
"La realización de actividades de análisis asociadas a alcances no autorizados en los Informes de Resultados 328-2020-2 A, 639-2020-2,511-2020, 858-2020, 218- 2020-A y 890-2020, según se detalla en la Tabla N° 3 de la Res. Ex. N° 1/ Rol F-014-2023.",Otro,d,Graves,,,,
"Deficiente operación del Terminal de Embarque y Acopio de Graneles de Minerales, según se consigna en el título III.2 de este acto, provocando la fuga de material hacia el exterior",RCA,a,Graves,0.12,F,DIA,0.08399999999999999
"El establecimiento industrial, presentó superaciones de los límites máximos establecidos en la Tabla N° 2 del D.S. N° 46/2002, en uno o más parámetros y/o contaminantes, durante el período controlado de los siguientes meses: Enero, Febrero, Marzo, Abril, Mayo, Junio, Septiembre, Octubre, Noviembre y Diciembre del año 2013, y Enero, Febrero, Marzo, Abril, Mayo, Junio, Julio y Agosto del año 2014.",NE,g,Leves,,,,
"Incumplimiento de las medidas provisionales decretadas mediante la Res. SMA N° 2289 del 18 de octubre de 2021, según se detalla en la Tabla N° 4 de la presente resolución, lo que se resume en lo siguiente: i) No presentar programa de control para la aplicación de digestato. ii) No presentar el Programa de Manejo de Olores ni reportes técnicos asociados al manejo de olores. iii) No presentar informe ni antecedentes que den cuenta de la implementación de la evaluación de la molestia por olores a la población cercana mediante encuestas. iv) No presentar cronograma de ejecución de estudio de inmisión de olores, ni informes de avances detallados en la medida. v) No acreditar la instalación y/o mantención y registro continuo de datos de equipos de medición de gases con sensores de H2S, COV, temperatura y viento (dirección y velocidad). vi) No presentar el reporte de régimen de operación y consumo diario del generador y chimenea de biogás. vii) No presentar informe detallando propuesta de proyecto técnico de difusión de efluente y pozos en la unidad fiscalizable. viii) No presentar reporte de cumplimientos parciales de cada medida provisional. ix) No presentar reporte final de cumplimiento consolidado de medidas provisionales ordenadas.",Otro,l,Graves,0.0001,O,DIA,0.00007
Desinfección de las aguas de la PTAS se realiza utilizando ozono como método alternativo.,RCA,a,Leves,0.44,O,DIA,0.308
"Ejecución de las actividades del Plan de Perturbación Controlada, en fecha posterior al inicio de la construcción del Relleno Sanitario (05 de septiembre de 2013), y falta de reporte de seguimiento de las medidas de protección de fauna, en fases de construcción y operación, desde el inicio de la fase de construcción a la fecha.",RCA,a,Graves,5.8,O,EIA,4.06
Construcción incompleta del sistema de extracción y manejo de biogás.,RCA,a,Graves,3.65,O,EIA,2.5549999999999997
No existe una trinchera especial de fibra de vidrio para el depósito de residuos especiales en el Relleno Sanitario de Villa Cerro Castillo.,RCA,a,Leves,0.02,O,EIA,0.013999999999999999
"A4. No habereditado el libro sobre la arqueologia de El Mauro y Monte Aranda , en la etapa de cosntrucción del proyecto",RCA,a,Graves,750.0,I,EIA,525.0
"NO REPORTAR TODOS LOS PARÁMETROS DE SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó en los reportes de autocontrol de su Programa de Monitoreo (Res. Ex. N° 1355, de fecha 29 de octubre de 2018, de la SMA), el parámetro SAAM, durante el mes de diciembre del año 2019, según se detalla en la Tabla N°1.1 del Anexo Nº 1 de la presente Resolución.",NE,g,Leves,,,,
"Titular no respondió al requerimiento de información efectuado en acta de inspección de fecha 20 de febrero de 2018, en el plazo y forma requerida, como se detalla en los considerandos 21 y 22 de la formulación de cargos.",Requerimientos de Información,j,Leves,,,,
"La obtención, con fecha 20 de julio de 2021, de un Nivel de Presión Sonora Corregido (NPC) de 78 dB(A); la obtención, con fecha 9 de noviembre, de unos NPC de 72 dB(A) y 62 dB(A); la obtención, con fecha 10 de noviembre de 2021, de unos NPC de 74 dB(A) y 63 dB(A); y, la obtención, con fecha 11 de noviembre de 2021, de NPC de 73 dB(A) y 67 dB(A), todas las mediciones efectuadas en horario diurno, en condición externa y en unos receptores sensibles ubicados en Zona II.",NE,h,Leves,,,,
"Superar la producción máxima autorizada en el CES MATILDE 1 (RNA 110722), durante el ciclo productivo ocurrido entre el 15 de noviembre de 2015 al 20 de marzo de 2017.",RCA,a,Graves,1.5,N,DIA,1.0499999999999998
"No ha presentado los antecedentes para la obtención de una Resolución de Programa de Monitoreo respecto de la PTAS emplazada en el predio del proyecto inmobiliario, por cuanto una parte de las aguas tratadas debe ser destinada para infiltración a través de drenes.",RCA,g,Graves,5.05,G,DIA,3.5349999999999997
"No implementación de visera o paralumen en las luminarias que conforman el sistema de alumbrado deportivo y recreacional de las Canchas Golazo, que corresponde a las luminarias N° 1 a 9 indicadas en la Tabla N° 1 de la presente resolución.",NE,h,Leves,,,,
"La obtención, con fecha 18 de febrero de 2018, de Nivel de Presión Sonora Corregido (NPC) de 67 dB(A) y de 68 dB(A), medido en receptor sensible ubicado en zona III, en condición interna, en horario diurno; y la obtención, en la misma fecha, de NPC de 62 dB(A) y de 64 dB(A), medido en receptor sensible ubicado en zona III, en condición interna, en horario nocturno.",NE,h,Leves,,,,
"Superar la producción máxima autorizada en el CES PAN DE AZÚCAR (RNA 120170), durante el ciclo productivo ocurrido entre el 30 de enero de 2019 al 14 de noviembre de 2020.",RCA,a,Graves,2.0,N,DIA,1.4
"La ejecución, sin contar con una Resolución de Calificación Ambiental, de un proyecto: •	De desarrollo urbano, que contempla obras de edificación con destino habitacional, con una cantidad superior a 80 viviendas. •	De desarrollo urbano, que contempla obras de urbanización con destino permanente de esparcimiento, deporte, comercio y servicios. •	En un área colocada bajo protección oficial, correspondiente a la Zona de Interés Turístico Panguipulli",Elusión,b,Graves,,,,
"Utilización, con fecha 22 de junio de 2017, de una chimenea de hogar abierto, en un establecimiento ubicado dentro de una zona declarada como saturada.",PPDA,c,Leves,,,,
"No haber reportado a la autoridad, el informe de monitoreo de fauna correspondiente al año 2013 en la forma prescrita por la RCA N° 131/2005.",RCA,a,Leves,0.7,I,EIA,0.48999999999999994
"Superar los límites máximos permitidos en su Programa de Monitoreo: el establecimiento industrial presentó superación del límite máximo permitido por la Tabla N°2 del Decreto Supremo N°90/2000, para los parámetros que indica la Tabla N°2 del Anexo de la Resolución, durante los períodos de agosto y septiembre 2018; no configurándose los supuestos señalados en el numeral 6.4.2. del Decreto Supremo N°90/2000.",NE,g,Leves,,,,
"El establecimiento industrial no informó los remuestreos del período de control de los meses de Marzo, Abril, Mayo, Junio, Septiembre, Octubre y Diciembre del año 2013 y, Enero, Febrero, Mayo, Julio, Agosto, Octubre, Noviembre y Diciembre del año 2014, y Febrero y Mayo del año 2015, tal como se indica en la Tabla N°4 de la presente resolución.",NE,g,Leves,,,,
Vía de acceso a la faena de construcción distinta a la evaluada ambientalmente.,RCA,a,Leves,135.15,H,DIA,94.605
Cerco perimetral discontinuo y en mal estado,Otro,a,Leves,1.2062,,DIA,0.8443399999999999
"No contar con la tramitación sectorial del Permiso Ambiental Sectorial 90, 91, 93 y 101 del D.S. Nº 95/2001 del Ministerio Secretaría General de la Presidencia, Reglamento del Sistema de Evaluación de Impacto Ambiental",RCA,a,Leves,2.0,N,DIA,1.4
Operación de la Piscicultura sin contar con las aprobaciones de la DGA respecto de los cambios en los puntos de captación de aguas ni los proyectos de construcción de bocatomas sobre el Río Curacalco y Estero Santa Inés.,RCA,a,Leves,5.0,N,DIA,3.5
"La obtención, con fecha 2 de marzo de 2018, de Niveles de Presión Sonora Corregidos (NPC) de 68, 70 y 63 dB(A) respectivamente¸ la obtención, con fecha 3 de marzo de 2018 de Niveles de Presión Sonora Corregidos (NPC) de 63, 65 y 61 dB(A), respectivamente; y, la obtención con fecha 5 de marzo de 2018 de Niveles de Presión Sonora Corregidos (NPC) de 65 y 65 dB(A) respectivamente, todas las mediciones efectuadas en horario diurno, en condición externa, en 3 receptores sensibles ubicados en Zona II.",NE,h,Leves,,,,
El CES no contaba con los planes de contingencia descritos ni existían los elementos absorbentes descritos en ambos documentos.,RCA,a,Leves,1.5,N,DIA,1.0499999999999998
"Introducir modificaciones al proyecto aprobado mediante RCA N° 401/2019, que constituyen cambios de consideración, sin contar con la respectiva Resolución de Calificación Ambiental, según lo expresado en los considerandos 23 al 51 del presente acto.",Elusión,b,Graves,20.425,C,DIA,14.2975
"A7 No implementación de medidas de control de emisiones en el tranque de relaves N° 6, consistentes en: - Instalación de malla raschel - Instalación y operación de aspersores en los taludes del tranque - Reforestación del perímetro poniente con especie nativa.",RCA,a,Graves,1.0,I,DIA,0.7
"La obtención, con fecha 22 de mayo de 2019, de un Nivel de Presión Sonora Corregido (NPC) de 66 dB(A) medición efectuada en horario diurno, en condición interna, con ventana abierta, en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"Deficiente almacenamiento de residuos peligrosos, según se consigna en el título III.4 de este acto",RCA,a,Leves,0.12,F,DIA,0.08399999999999999
"Haber superado el valor de concentración máxima de emisión de MP en los informes isocinéticos de fechas 14 de enero de 2016; 10 de enero de 2017 y; 12 de febrero de 2018, respecto de la caldera con registro N°689 y, haber superado el valor de concentración máxima de emisión de MP en los informes isocinéticos de fechas 14 de enero de 2016; 10 de enero de 2017 y; 12 de febrero de 2018, respecto de la caldera con registro N°690",PPDA,c,Leves,,,,
"La obtención, con fecha 31 de octubre de 2018, de un Nivel de Presión Sonora Corregido (NPC) de 71 dB(A), medición efectuada en horario diurno, en condición interna, con ventana abierta y en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
"El alumbrado de exteriores de Shell La Negra incumple las exigencias establecidas en relación con la emisión de intensidad luminosa, toda vez las luminarias identificadas como N° 2 y 3 en la Tabla 1 de la Res. Exenta N° 1 / Rol F-022-2021 se encuentran instaladas con un ángulo de inclinación que implica una distribución de intensidad luminosa que excede a la permitida para un ángulo gama mayor a 90°.",NE,h,Leves,,,,
"Superación en 9 dbA, del NPC establecido para Zona III en horario nocturno.",NE,h,Leves,,,,
